TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,LaptopBrand,FavoriteMusic,SaleDate,Year,Month,DayOfWeek,Hour,TimeOfDay,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,OfferUsed,Location
TRANS-00140,2,CUST-0190,Sofia,Oliveira,Regular,Lenovo,Indie,2023-02-05,2023,2,Sunday,16,Afternoon,Cold Drink,COLD-163,2,4.42,8.84,8.84,No,Downtown
TRANS-00142,1,CUST-0326,Miguel,Ferreira,Regular,Lenovo,Pop,2023-08-24,2023,8,Thursday,19,Afternoon,Hot Drink,HOT -120,1,3.1,3.1,3.1,No,Downtown
TRANS-00142,2,CUST-0326,Miguel,Ferreira,Regular,,Pop,2023-08-24,2023,8,Thursday,19,Afternoon,Sandwich,SAND-184,2,5.92,11.85,11.85,No,Downtown
TRANS-00144,1,CUST-0276,Francisco,Oliveira,Regular,Dell,Pop,2023-09-05,2023,9,Tuesday,15,Afternoon,Pastry,PAST-156,2,2.09,4.18,4.18,No,Downtown
TRANS-00145,1,CUST-0166,Carolina,Fernandes,Regular,Apple,Electronic,2023-05-06,2023,5,Saturday,9,Morning,Pastry,PAST-136,2,1.74,3.49,3.49,No,Downtown
TRANS-00145,2,CUST-0166,Carolina,Fernandes,Regular,Apple,Electronic,2023-05-06,2023,5,Saturday,9,Morning,Pastry,PAST-160,2,2.17,4.34,3.69,Yes,Downtown
TRANS-00147,1,CUST-0173,Ana,Rodrigues,Student,Lenovo,Electronic,2023-01-15,2023,1,Sunday,15,Afternoon,Cold Drink,COLD-142,1,2.92,2.92,2.92,No,Downtown
TRANS-00148,1,CUST-0133,Diogo,Goncalves,Tourist,None,Fado,2023-06-24,2023,6,Saturday,12,Lunchtime,Hot Drink,HOT -177,1,2.41,2.41,2.41,No,Downtown
TRANS-00149,1,CUST-0006,Tiago,Fernandes,Student,None,Fado,2023-09-22,2023,9,Friday,11,Lunchtime,Pastry,PAST-111,1,1.91,1.91,1.91,No,Campus
TRANS-00149,2,CUST-0006,Tiago,Fernandes,Student,None,Fado,2023-09-22,2023,9,Friday,11,Lunchtime,Pastry,PAST-172,1,2.19,2.19,2.19,No,Downtown
TRANS-00149,3,CUST-0006,Tiago,Fernandes,Student,None,Fado,2023-09-22,2023,9,Friday,11,Lunchtime,Sandwich,SAND-183,1,4.84,4.84,4.84,No,Downtown
TRANS-00152,1,CUST-0009,Francisco,Ferreira,Student,HP,Indie,2023-02-17,2023,2,Friday,12,Lunchtime,Sandwich,SAND-129,2,4.23,8.46,8.46,No,Downtown
TRANS-00152,2,CUST-0009,Francisco,Ferreira,Student,HP,Indie,2023-02-17,2023,2,Friday,12,Lunchtime,Hot Drink,HOT -185,1,2.71,2.71,2.71,No,Downtown
TRANS-00152,3,CUST-0009,Francisco,Ferreira,Student,HP,Indie,2023-02-17,2023,2,Friday,12,Lunchtime,Hot Drink,HOT -168,1,3.49,3.49,3.49,No,Downtown
TRANS-00155,1,CUST-0282,Ana,Martins,Tourist,Dell,Electronic,2023-06-19,2023,6,Monday,13,Lunchtime,Pastry,PAST-190,1,1.81,1.81,1.81,No,Downtown
TRANS-00156,1,CUST-0119,Sofia,Gomes,Regular,HP,Indie,2023-03-03,2023,3,Friday,19,Afternoon,Pastry,PAST-125,1,2.24,2.24,2.24,No,Downtown
TRANS-00156,2,CUST-0119,Sofia,Gomes,Regular,HP,Indie,2023-03-03,2023,3,Friday,19,Afternoon,Pastry,PAST-198,1,1.69,1.69,1.69,No,Downtown
TRANS-00158,1,CUST-0248,Sofia,Fernandes,Regular,HP,Indie,2023-05-22,2023,5,Monday,19,Afternoon,Cold Drink,COLD-176,1,3.55,3.55,3.55,No,Downtown
TRANS-00158,2,CUST-0248,Sofia,Fernandes,Regular,HP,Indie,2023-05-22,2023,5,Monday,19,Afternoon,Sandwich,SAND-137,2,6.0,12.0,12.0,No,Downtown
TRANS-00160,1,CUST-0152,Miguel,Martins,Regular,Dell,Fado,2023-04-27,2023,4,Thursday,13,Lunchtime,Pastry,PAST-123,1,2.21,2.21,2.21,No,Downtown
TRANS-00160,2,CUST-0152,Miguel,Martins,Regular,Dell,Fado,2023-04-27,2023,4,Thursday,13,Lunchtime,Hot Drink,HOT -117,1,3.46,3.46,3.46,No,Downtown
TRANS-00160,3,CUST-0152,Miguel,Martins,Regular,Dell,Fado,2023-04-27,2023,4,Thursday,13,Lunchtime,Hot Drink,HOT -171,1,3.42,3.42,3.42,No,Downtown
TRANS-00163,1,CUST-0327,Diogo,Ferreira,Regular,Lenovo,Indie,2023-09-09,2023,9,Saturday,9,Morning,Hot Drink,HOT -102,1,2.7,2.7,2.3,Yes,Downtown
TRANS-00164,1,CUST-0226,Carolina,Sousa,Tourist,HP,Pop,2023-06-24,2023,6,Saturday,10,Morning,Pastry,PAST-107,2,2.36,4.72,4.01,Yes,Campus
TRANS-00165,1,CUST-0059,Ana,Goncalves,Tourist,Apple,Indie,2023-02-03,2023,2,Friday,14,Afternoon,Sandwich,SAND-163,1,5.39,5.39,5.39,No,Downtown
TRANS-00165,2,CUST-0059,Ana,Goncalves,Tourist,Apple,Indie,2023-02-03,2023,2,Friday,14,Afternoon,Pastry,PAST-107,1,2.31,2.31,2.31,No,Downtown
TRANS-00167,1,CUST-0156,Diogo,Rodrigues,Regular,None,Electronic,2023-02-13,2023,2,Monday,11,Lunchtime,Hot Drink,HOT -116,2,2.62,5.25,5.25,No,Downtown
TRANS-00168,1,CUST-0306,Diogo,Oliveira,Tourist,Lenovo,Pop,2023-11-13,2023,11,Monday,11,Lunchtime,Sandwich,SAND-167,1,6.23,6.23,6.23,No,Downtown
TRANS-00169,1,CUST-0153,Tiago,Martins,Regular,Lenovo,Indie,2023-10-29,2023,10,Sunday,14,Afternoon,Pastry,PAST-140,1,1.56,1.56,1.56,No,Downtown
TRANS-00169,2,CUST-0153,Tiago,Martins,Regular,Lenovo,Indie,2023-10-29,2023,10,Sunday,14,Afternoon,Hot Drink,HOT -195,1,3.14,3.14,3.14,No,Downtown
TRANS-00171,1,CUST-0321,Sofia,Sousa,Student,,Indie,2023-04-19,2023,4,Wednesday,12,Lunchtime,Cold Drink,COLD-185,1,2.98,2.98,2.53,Yes,Downtown
TRANS-00171,2,CUST-0321,Sofia,Sousa,Student,,Indie,2023-04-19,2023,4,Wednesday,12,Lunchtime,Cold Drink,COLD-171,1,2.51,2.51,2.13,Yes,Downtown
TRANS-00171,3,CUST-0321,Sofia,Sousa,Student,Dell,Indie,2023-04-19,2023,4,Wednesday,12,Lunchtime,Sandwich,SAND-158,2,4.91,9.82,9.82,No,Downtown
TRANS-00174,1,CUST-0017,Miguel,Fernandes,Regular,Lenovo,Indie,2023-04-29,2023,4,Saturday,12,Lunchtime,Cold Drink,COLD-191,1,4.22,4.22,4.22,No,Downtown
TRANS-00174,2,CUST-0017,Miguel,Fernandes,Regular,Lenovo,Indie,2023-04-29,2023,4,Saturday,12,Lunchtime,Hot Drink,HOT -110,1,3.39,3.39,3.39,No,Downtown
TRANS-00174,3,CUST-0017,Miguel,Fernandes,Regular,Lenovo,Indie,2023-04-29,2023,4,Saturday,12,Lunchtime,Pastry,PAST-181,1,2.3,2.3,2.3,No,Downtown
TRANS-00177,1,CUST-0102,Diogo,Fernandes,Regular,Lenovo,Indie,2023-08-06,2023,8,Sunday,9,Morning,Pastry,PAST-170,2,1.65,3.3,2.8,Yes,Downtown
TRANS-00178,1,CUST-0137,Sofia,Sousa,Tourist,Lenovo,Fado,2023-03-14,2023,3,Tuesday,9,Morning,Pastry,PAST-108,2,1.81,3.62,3.07,Yes,Downtown
TRANS-00179,1,CUST-0292,Ana,Gomes,Regular,,Fado,2023-05-28,2023,5,Sunday,15,Afternoon,Pastry,PAST-116,1,1.8,1.8,1.8,No,Downtown
TRANS-00180,1,CUST-0207,Mariana,Gomes,Regular,Apple,Pop,2023-05-20,2023,5,Saturday,16,Afternoon,Hot Drink,HOT -170,1,2.12,2.12,2.12,No,Downtown
TRANS-00181,1,CUST-0021,Sofia,Goncalves,Regular,Apple,Fado,2023-08-10,2023,8,Thursday,19,Afternoon,Pastry,PAST-142,1,1.53,1.53,1.53,No,Downtown
TRANS-00181,2,CUST-0021,Sofia,Goncalves,Regular,Apple,Fado,2023-08-10,2023,8,Thursday,19,Afternoon,Pastry,PAST-130,1,2.34,2.34,2.34,No,Downtown
TRANS-00181,3,CUST-0021,Sofia,Goncalves,Regular,,Fado,2023-08-10,2023,8,Thursday,19,Afternoon,Hot Drink,HOT -174,1,2.03,2.03,2.03,No,Downtown
TRANS-00184,1,CUST-0345,Sofia,Goncalves,Tourist,Apple,Indie,2023-05-18,2023,5,Thursday,17,Afternoon,Pastry,PAST-106,1,1.68,1.68,1.68,No,Downtown
TRANS-00185,1,CUST-0266,Ana,Goncalves,Regular,Dell,Electronic,2023-11-30,2023,11,Thursday,15,Afternoon,Pastry,PAST-136,2,2.09,4.17,4.17,No,Downtown
TRANS-00185,2,CUST-0266,Ana,Goncalves,Regular,Dell,Electronic,2023-11-30,2023,11,Thursday,15,Afternoon,Pastry,PAST-182,2,2.47,4.94,4.94,No,Downtown
TRANS-00187,1,CUST-0241,Miguel,Martins,Student,Dell,Pop,2023-06-28,2023,6,Wednesday,14,Afternoon,Sandwich,SAND-143,1,3.81,3.81,3.81,No,Downtown
TRANS-00188,1,CUST-0083,Ana,Oliveira,Tourist,Apple,Fado,2023-06-18,2023,6,Sunday,14,Afternoon,Pastry,PAST-189,1,2.16,2.16,2.16,No,Downtown
TRANS-00189,1,CUST-0206,Francisco,Martins,Regular,HP,Electronic,2023-10-09,2023,10,Monday,8,Morning,Hot Drink,HOT -159,1,2.38,2.38,2.02,Yes,Downtown
TRANS-00190,1,CUST-0060,Francisco,Gomes,Regular,HP,Fado,2023-07-26,2023,7,Wednesday,16,Afternoon,Hot Drink,HOT -101,1,2.81,2.81,2.81,No,Downtown
TRANS-00191,1,CUST-0212,Francisco,Oliveira,Student,HP,Indie,2023-01-28,2023,1,Saturday,11,Lunchtime,Pastry,PAST-167,1,2.26,2.26,2.26,No,Downtown
TRANS-00191,2,CUST-0212,Francisco,Oliveira,Student,HP,Indie,2023-01-28,2023,1,Saturday,11,Lunchtime,Hot Drink,HOT -181,1,2.08,2.08,2.08,No,Downtown
TRANS-00193,1,CUST-0137,Sofia,Sousa,Tourist,Lenovo,Fado,2023-10-09,2023,10,Monday,10,Morning,Pastry,PAST-137,1,2.2,2.2,1.87,Yes,Downtown
TRANS-00194,1,CUST-0063,Diogo,Ferreira,Regular,HP,Indie,2023-01-15,2023,1,Sunday,18,Afternoon,Cold Drink,COLD-178,1,3.92,3.92,3.92,No,Downtown
TRANS-00195,1,CUST-0160,Sofia,Rodrigues,Tourist,None,Electronic,2023-10-10,2023,10,Tuesday,8,Morning,Hot Drink,HOT -171,1,2.34,2.34,1.99,Yes,Downtown
TRANS-00195,2,CUST-0160,Sofia,Rodrigues,Tourist,,Electronic,2023-10-10,2023,10,Tuesday,8,Morning,Cold Drink,COLD-115,1,2.73,2.73,2.73,No,Downtown
TRANS-00197,1,CUST-0079,Ana,Gomes,Tourist,Dell,Fado,2023-09-13,2023,9,Wednesday,19,Afternoon,Pastry,PAST-138,1,1.77,1.77,1.77,No,Downtown
TRANS-00197,2,CUST-0079,Ana,Gomes,Tourist,Dell,Fado,2023-09-13,2023,9,Wednesday,19,Afternoon,Cold Drink,COLD-162,1,2.99,2.99,2.99,No,Downtown
TRANS-00199,1,CUST-0283,Sofia,Oliveira,Student,HP,Electronic,2023-03-16,2023,3,Thursday,14,Afternoon,Cold Drink,COLD-125,1,3.52,3.52,3.52,No,Downtown
TRANS-00199,2,CUST-0283,Sofia,Oliveira,Student,HP,Electronic,2023-03-16,2023,3,Thursday,14,Afternoon,Pastry,PAST-118,1,1.78,1.78,1.78,No,Downtown
TRANS-00199,3,CUST-0283,Sofia,Oliveira,Student,HP,Electronic,2023-03-16,2023,3,Thursday,14,Afternoon,Pastry,PAST-154,1,2.29,2.29,2.29,No,Downtown
TRANS-00199,4,CUST-0283,Sofia,Oliveira,Student,HP,Electronic,2023-03-16,2023,3,Thursday,14,Afternoon,Cold Drink,COLD-135,1,3.07,3.07,3.07,No,Downtown
TRANS-00203,1,CUST-0153,Tiago,Martins,Regular,Lenovo,Indie,2023-10-28,2023,10,Saturday,17,Afternoon,Cold Drink,COLD-185,2,2.8,5.59,5.59,No,Downtown
TRANS-00203,2,CUST-0153,Tiago,Martins,Regular,Lenovo,Indie,2023-10-28,2023,10,Saturday,17,Afternoon,Pastry,PAST-169,2,1.83,3.66,3.66,No,Downtown
TRANS-00205,1,CUST-0279,Miguel,Rodrigues,Tourist,Dell,Pop,2023-07-13,2023,7,Thursday,15,Afternoon,Cold Drink,COLD-142,2,4.46,8.92,8.92,No,Downtown
TRANS-00205,2,CUST-0279,Miguel,Rodrigues,Tourist,Dell,Pop,2023-07-13,2023,7,Thursday,15,Afternoon,Pastry,PAST-131,2,1.73,3.47,3.47,No,Downtown
TRANS-00207,1,CUST-0211,Ana,Fernandes,Regular,Apple,Electronic,2023-01-23,2023,1,Monday,13,Lunchtime,Hot Drink,HOT -196,1,3.37,3.37,3.37,No,Downtown
TRANS-00208,1,CUST-0196,Diogo,Rodrigues,Tourist,HP,Pop,2023-07-17,2023,7,Monday,18,Afternoon,Sandwich,SAND-184,2,4.99,9.97,9.97,No,Downtown
TRANS-00209,1,CUST-0019,Francisco,Oliveira,Student,Apple,Fado,2023-03-06,2023,3,Monday,16,Afternoon,Hot Drink,HOT -176,1,2.15,2.15,2.15,No,Downtown
TRANS-00210,1,CUST-0226,Carolina,Sousa,Tourist,HP,Pop,2023-02-21,2023,2,Tuesday,16,Afternoon,Pastry,PAST-159,2,1.64,3.29,2.8,Yes,Downtown
TRANS-00210,2,CUST-0226,Carolina,Sousa,Tourist,HP,Pop,2023-02-21,2023,2,Tuesday,16,Afternoon,Sandwich,SAND-184,1,3.72,3.72,3.72,No,Downtown
TRANS-00210,3,CUST-0226,Carolina,Sousa,Tourist,HP,Pop,2023-02-21,2023,2,Tuesday,16,Afternoon,Hot Drink,HOT -134,1,3.04,3.04,3.04,No,Downtown
TRANS-00213,1,CUST-0333,Miguel,Fernandes,Regular,HP,Electronic,2023-02-11,2023,2,Saturday,13,Lunchtime,Hot Drink,HOT -187,2,2.57,5.14,5.14,No,Downtown
TRANS-00213,2,CUST-0333,Miguel,Fernandes,Regular,HP,Electronic,2023-02-11,2023,2,Saturday,13,Lunchtime,Hot Drink,HOT -141,1,3.33,3.33,3.33,No,Downtown
TRANS-00215,1,CUST-0250,Carolina,Sousa,Regular,Dell,Electronic,2023-10-05,2023,10,Thursday,8,Morning,Hot Drink,HOT -180,1,2.95,2.95,2.5,Yes,Downtown
TRANS-00216,1,CUST-0148,Mariana,Ferreira,Regular,Apple,Electronic,2023-04-27,2023,4,Thursday,19,Afternoon,Hot Drink,HOT -112,1,2.15,2.15,2.15,No,Downtown
TRANS-00216,2,CUST-0148,Mariana,Ferreira,Regular,Apple,Electronic,2023-04-27,2023,4,Thursday,19,Afternoon,Pastry,PAST-182,1,1.6,1.6,1.6,No,Downtown
TRANS-00216,3,CUST-0148,Mariana,Ferreira,Regular,Apple,Electronic,2023-04-27,2023,4,Thursday,19,Afternoon,Pastry,PAST-122,1,2.4,2.4,2.4,No,Downtown
TRANS-00219,1,CUST-0024,Mariana,Oliveira,Regular,Apple,Fado,2023-06-16,2023,6,Friday,20,Afternoon,Pastry,PAST-108,1,1.87,1.87,1.87,No,Downtown
TRANS-00220,1,CUST-0075,Francisco,Sousa,Regular,Apple,Electronic,2023-05-06,2023,5,Saturday,16,Afternoon,Hot Drink,HOT -153,1,3.19,3.19,3.19,No,Downtown
TRANS-00221,1,CUST-0088,Carolina,Fernandes,Student,Dell,Electronic,2023-03-31,2023,3,Friday,9,Morning,Pastry,PAST-179,2,2.12,4.24,4.24,No,Campus
TRANS-00221,2,CUST-0088,Carolina,Fernandes,Student,Dell,Electronic,2023-03-31,2023,3,Friday,9,Morning,Pastry,PAST-131,2,2.08,4.17,3.54,Yes,Downtown
TRANS-00221,3,CUST-0088,Carolina,Fernandes,Student,Dell,Electronic,2023-03-31,2023,3,Friday,9,Morning,Cold Drink,COLD-130,1,3.01,3.01,3.01,No,Downtown
TRANS-00224,1,CUST-0131,Carolina,Rodrigues,Student,HP,Electronic,2023-12-08,2023,12,Friday,8,Morning,Cold Drink,COLD-160,1,3.86,3.86,3.86,No,Downtown
TRANS-00225,1,CUST-0081,Sofia,Gomes,Tourist,Apple,Indie,2023-02-07,2023,2,Tuesday,15,Afternoon,Hot Drink,HOT -145,1,2.45,2.45,2.45,No,Downtown
TRANS-00226,1,CUST-0218,Miguel,Oliveira,Regular,None,Fado,2023-12-20,2023,12,Wednesday,12,Lunchtime,Hot Drink,HOT -159,2,2.3,4.6,4.6,No,Downtown
TRANS-00226,2,CUST-0218,Miguel,Oliveira,Regular,None,Fado,2023-12-20,2023,12,Wednesday,12,Lunchtime,Sandwich,SAND-150,2,3.82,7.64,7.64,No,Downtown
TRANS-00228,1,CUST-0196,Diogo,Rodrigues,Tourist,HP,Pop,2023-10-20,2023,10,Friday,13,Lunchtime,Pastry,PAST-174,1,2.2,2.2,2.2,No,Downtown
TRANS-00228,2,CUST-0196,Diogo,Rodrigues,Tourist,HP,Pop,2023-10-20,2023,10,Friday,13,Lunchtime,Pastry,PAST-103,1,2.16,2.16,2.16,No,Downtown
TRANS-00230,1,CUST-0141,Tiago,Martins,Regular,Lenovo,Fado,2023-01-05,2023,1,Thursday,17,Afternoon,Pastry,PAST-188,2,2.47,4.95,4.95,No,Downtown
TRANS-00231,1,CUST-0311,Francisco,Ferreira,Student,Dell,Indie,2023-09-12,2023,9,Tuesday,12,Lunchtime,Pastry,PAST-130,1,1.85,1.85,1.85,No,Downtown
TRANS-00231,2,CUST-0311,Francisco,Ferreira,Student,Dell,Indie,2023-09-12,2023,9,Tuesday,12,Lunchtime,Pastry,PAST-182,1,1.75,1.75,1.75,No,Downtown
TRANS-00233,1,CUST-0338,Carolina,Fernandes,Regular,Apple,Indie,2023-12-15,2023,12,Friday,10,Morning,Hot Drink,HOT -181,2,2.94,5.88,5.0,Yes,Downtown
TRANS-00233,2,CUST-0338,Carolina,Fernandes,Regular,Apple,Indie,2023-12-15,2023,12,Friday,10,Morning,Hot Drink,HOT -106,1,2.66,2.66,2.26,Yes,Downtown
TRANS-00235,1,CUST-0297,Francisco,Rodrigues,Regular,Lenovo,Indie,2023-07-06,2023,7,Thursday,19,Afternoon,Hot Drink,HOT -117,1,2.44,2.44,2.44,No,Downtown
TRANS-00236,1,CUST-0213,Diogo,Oliveira,Student,Lenovo,Pop,2023-03-31,2023,3,Friday,11,Lunchtime,Pastry,PAST-117,1,2.38,2.38,2.38,No,Downtown
TRANS-00236,2,CUST-0213,Diogo,Oliveira,Student,Lenovo,Pop,2023-03-31,2023,3,Friday,11,Lunchtime,Sandwich,SAND-147,1,6.24,6.24,6.24,No,Downtown
TRANS-00238,1,CUST-0085,Sofia,Gomes,Student,Lenovo,Pop,2023-05-12,2023,5,Friday,15,Afternoon,Cold Drink,COLD-138,2,3.18,6.35,6.35,No,Downtown
TRANS-00239,1,CUST-0059,Ana,Goncalves,Tourist,Apple,Indie,2023-08-28,2023,8,Monday,9,Morning,Sandwich,SAND-119,1,4.18,4.18,4.18,No,Downtown
TRANS-00240,1,CUST-0347,Ana,Sousa,Regular,Dell,Electronic,2023-12-12,2023,12,Tuesday,14,Afternoon,Hot Drink,HOT -172,2,3.19,6.37,6.37,No,Downtown
TRANS-00240,2,CUST-0347,Ana,Sousa,Regular,Dell,Electronic,2023-12-12,2023,12,Tuesday,14,Afternoon,Sandwich,SAND-102,1,3.87,3.87,3.87,No,Downtown
TRANS-00242,1,CUST-0189,Diogo,Goncalves,Regular,HP,Pop,2023-12-11,2023,12,Monday,19,Afternoon,Hot Drink,HOT -187,1,2.57,2.57,2.57,No,Downtown
TRANS-00242,2,CUST-0189,Diogo,Goncalves,Regular,,Pop,2023-12-11,2023,12,Monday,19,Afternoon,Cold Drink,COLD-182,1,2.72,2.72,2.72,No,Downtown
TRANS-00244,1,CUST-0120,Miguel,Oliveira,Student,Apple,Pop,2023-08-30,2023,8,Wednesday,8,Morning,Sandwich,SAND-180,1,5.18,5.18,5.18,No,Downtown
TRANS-00245,1,CUST-0313,Francisco,Oliveira,Student,Apple,Pop,2023-04-24,2023,4,Monday,18,Afternoon,Sandwich,SAND-109,1,4.89,4.89,4.89,No,Downtown
TRANS-00246,1,CUST-0155,Miguel,Sousa,Regular,Lenovo,Fado,2023-11-29,2023,11,Wednesday,14,Afternoon,Sandwich,SAND-115,1,6.34,6.34,6.34,No,Downtown
TRANS-00247,1,CUST-0156,Diogo,Rodrigues,Regular,None,Electronic,2023-09-10,2023,9,Sunday,9,Morning,Hot Drink,HOT -113,1,2.81,2.81,2.39,Yes,Downtown
TRANS-00248,1,CUST-0199,Sofia,Sousa,Regular,Lenovo,Indie,2023-08-21,2023,8,Monday,13,Lunchtime,Hot Drink,HOT -186,1,3.04,3.04,3.04,No,Downtown
TRANS-00248,2,CUST-0199,Sofia,Sousa,Regular,Lenovo,Indie,2023-08-21,2023,8,Monday,13,Lunchtime,Hot Drink,HOT -170,1,3.11,3.11,3.11,No,Downtown
TRANS-00250,1,CUST-0080,Mariana,Oliveira,Student,HP,Electronic,2023-08-01,2023,8,Tuesday,18,Afternoon,Cold Drink,COLD-113,1,3.73,3.73,3.73,No,Downtown
TRANS-00251,1,CUST-0144,Sofia,Fernandes,Regular,None,Electronic,2023-01-17,2023,1,Tuesday,19,Afternoon,Pastry,PAST-148,1,1.94,1.94,1.94,No,Downtown
TRANS-00251,2,CUST-0144,Sofia,Fernandes,Regular,None,Electronic,2023-01-17,2023,1,Tuesday,19,Afternoon,Hot Drink,HOT -131,1,2.15,2.15,2.15,No,Downtown
TRANS-00253,1,CUST-0189,Diogo,Goncalves,Regular,HP,Pop,2023-10-06,2023,10,Friday,18,Afternoon,Hot Drink,HOT -146,1,2.41,2.41,2.41,No,Downtown
TRANS-00254,1,CUST-0063,Diogo,Ferreira,Regular,HP,Indie,2023-08-21,2023,8,Monday,9,Morning,Hot Drink,HOT -185,1,2.96,2.96,2.52,Yes,Downtown
TRANS-00254,2,CUST-0063,Diogo,Ferreira,Regular,HP,Indie,2023-08-21,2023,8,Monday,9,Morning,Hot Drink,HOT -103,1,2.5,2.5,2.13,Yes,Campus
TRANS-00256,1,CUST-0065,Francisco,Sousa,Student,Apple,Fado,2023-10-17,2023,10,Tuesday,11,Lunchtime,Pastry,PAST-109,1,2.05,2.05,2.05,No,Downtown
TRANS-00256,2,CUST-0065,Francisco,Sousa,Student,Apple,Fado,2023-10-17,2023,10,Tuesday,11,Lunchtime,Cold Drink,COLD-176,1,4.24,4.24,4.24,No,Downtown
TRANS-00256,3,CUST-0065,Francisco,Sousa,Student,Apple,Fado,2023-10-17,2023,10,Tuesday,11,Lunchtime,Cold Drink,COLD-143,1,4.08,4.08,4.08,No,Downtown
TRANS-00259,1,CUST-0306,Diogo,Oliveira,Tourist,Lenovo,Pop,2023-01-02,2023,1,Monday,12,Lunchtime,Hot Drink,HOT -119,2,2.81,5.62,5.62,No,Downtown
TRANS-00260,1,CUST-0090,Francisco,Sousa,Regular,Lenovo,Fado,2023-02-26,2023,2,Sunday,18,Afternoon,Pastry,PAST-104,1,1.86,1.86,1.86,No,Downtown
TRANS-00260,2,CUST-0090,Francisco,Sousa,Regular,Lenovo,Fado,2023-02-26,2023,2,Sunday,18,Afternoon,Pastry,PAST-131,1,1.52,1.52,1.52,No,Campus
TRANS-00262,1,CUST-0136,Sofia,Fernandes,Regular,Lenovo,Indie,2023-01-27,2023,1,Friday,10,Morning,Pastry,PAST-195,2,1.61,3.23,2.74,Yes,Downtown
TRANS-00263,1,CUST-0033,Mariana,Rodrigues,Student,None,Fado,2023-09-01,2023,9,Friday,15,Afternoon,Cold Drink,COLD-147,1,2.72,2.72,2.72,No,Downtown
TRANS-00264,1,CUST-0258,Carolina,Gomes,Regular,Apple,Indie,2023-04-24,2023,4,Monday,17,Afternoon,Hot Drink,HOT -106,1,3.36,3.36,3.36,No,Downtown
TRANS-00264,2,CUST-0258,Carolina,Gomes,Regular,Apple,Indie,2023-04-24,2023,4,Monday,17,Afternoon,Hot Drink,HOT -185,1,2.69,2.69,2.69,No,Downtown
TRANS-00264,3,CUST-0258,Carolina,Gomes,Regular,Apple,Indie,2023-04-24,2023,4,Monday,17,Afternoon,Cold Drink,COLD-104,2,3.46,6.92,6.92,No,Campus
TRANS-00267,1,CUST-0206,Francisco,Martins,Regular,HP,Electronic,2023-08-07,2023,8,Monday,18,Afternoon,Pastry,PAST-114,1,2.41,2.41,2.41,No,Downtown
TRANS-00268,1,CUST-0038,Mariana,Fernandes,Tourist,Apple,Indie,2023-02-11,2023,2,Saturday,13,Lunchtime,Pastry,PAST-178,1,1.63,1.63,1.63,No,Downtown
TRANS-00269,1,CUST-0320,Mariana,Goncalves,Regular,Apple,Fado,2023-11-21,2023,11,Tuesday,17,Afternoon,Pastry,PAST-171,1,1.88,1.88,1.88,No,Downtown
TRANS-00270,1,CUST-0306,Diogo,Oliveira,Tourist,Lenovo,Pop,2023-09-29,2023,9,Friday,12,Lunchtime,Hot Drink,HOT -159,1,2.65,2.65,2.65,No,Downtown
TRANS-00271,1,CUST-0059,Ana,Goncalves,Tourist,Apple,Indie,2023-12-02,2023,12,Saturday,18,Afternoon,Cold Drink,COLD-199,1,4.23,4.23,4.23,No,Downtown
TRANS-00272,1,CUST-0221,Carolina,Fernandes,Regular,Lenovo,Fado,2023-08-20,2023,8,Sunday,11,Lunchtime,Pastry,PAST-153,1,1.95,1.95,1.95,No,Downtown
TRANS-00273,1,CUST-0213,Diogo,Oliveira,Student,Lenovo,Pop,2023-02-18,2023,2,Saturday,13,Lunchtime,Hot Drink,HOT -155,1,2.38,2.38,2.38,No,Downtown
TRANS-00274,1,CUST-0079,Ana,Gomes,Tourist,Dell,Fado,2023-12-18,2023,12,Monday,15,Afternoon,Hot Drink,HOT -109,2,2.13,4.26,4.26,No,Downtown
TRANS-00274,2,CUST-0079,Ana,Gomes,Tourist,Dell,Fado,2023-12-18,2023,12,Monday,15,Afternoon,Pastry,PAST-156,1,2.24,2.24,2.24,No,Downtown
TRANS-00276,1,CUST-0067,Francisco,Gomes,Student,HP,Indie,2023-10-12,2023,10,Thursday,8,Morning,Sandwich,SAND-176,1,5.19,5.19,5.19,No,Downtown
TRANS-00276,2,CUST-0067,Francisco,Gomes,Student,HP,Indie,2023-10-12,2023,10,Thursday,8,Morning,Hot Drink,HOT -186,1,2.53,2.53,2.15,Yes,Downtown
TRANS-00278,1,CUST-0341,Ana,Fernandes,Tourist,None,Fado,2023-08-05,2023,8,Saturday,19,Afternoon,Pastry,PAST-107,1,2.1,2.1,2.1,No,Downtown
TRANS-00279,1,CUST-0181,Mariana,Goncalves,Student,HP,Electronic,2023-02-23,2023,2,Thursday,17,Afternoon,Hot Drink,HOT -165,2,2.99,5.97,5.97,No,Downtown
TRANS-00279,2,CUST-0181,Mariana,Goncalves,Student,HP,Electronic,2023-02-23,2023,2,Thursday,17,Afternoon,Cold Drink,COLD-129,2,3.2,6.4,6.4,No,Downtown
TRANS-00279,3,CUST-0181,Mariana,Goncalves,Student,HP,Electronic,2023-02-23,2023,2,Thursday,17,Afternoon,Sandwich,SAND-172,1,5.79,5.79,5.79,No,Downtown
